Prey,Bait,Score
NDH07G07640.1,NDH03G01360.1,1
NDH15G34840.2,NDH16G36420.1,1
NDH10G02600.1,NDH06G00990.4,1
NDH10G17310.1,NDH13G16360.1,1
NDH07G08340.1,NDH06G00990.4,1
NDH05G00110.1,NDH11G39400.1,1
NDH17G25900.1,NDH04G22380.3,1
NDH03G47950.2,NDH20G16680.1,1
NDH20G00420.1,NDH07G21250.1,1
NDH06G15260.1,NDH17G29900.1,1
NDH05G06390.1,NDH19G06410.1,1
NDH18G03700.1,NDH06G01020.1,1
NDH06G01530.1,NDH02G09290.1,1
NDH17G23900.2,NDH09G23160.1,1
NDH19G11720.1,NDH03G43750.1,1
NDH09G07410.1,NDH20G38110.1,1
NDH19G24860.1,NDH06G01000.3,1
NDH10G05020.1,NDH07G13960.1,1
NDH07G03270.1,NDH05G00110.1,1
NDH06G22600.1,NDH13G13900.4,1
NDH08G28360.1,NDH11G35680.1,1
NDH13G31930.1,NDH10G04610.1,1
NDH19G11720.1,NDH04G06230.1,1
NDH02G04570.1,NDH03G47200.1,1
NDH18G24100.1,NDH19G00780.1,1
NDH13G05640.1,NDH10G31460.1,1
NDH15G08800.1,NDH13G28250.1,1
NDH20G29270.1,NDH15G08680.1,1
NDH15G04430.1,NDH08G04210.1,1
NDH12G37200.1,NDH13G00110.1,1
NDH16G19020.2,NDH18G13790.1,1
NDH14G38910.1,NDH02G05750.1,1
NDH19G35080.1,NDH07G19740.1,1
NDH04G00890.1,NDH14G03620.2,1
NDH05G39540.1,NDH07G08340.2,1
NDH19G11720.1,NDH09G28660.1,1
NDH09G08980.1,NDH14G40290.1,1
NDH13G51720.1,NDH01G33000.1,1
NDH19G32040.1,NDH04G29410.1,1
NDH19G34530.1,NDH09G17320.1,1
NDH02G19150.1,NDH03G35750.1,1
NDH16G13400.5,NDH19G42290.1,1
NDH16G09820.1,NDH01G03850.2,1
NDH17G19750.1,NDH06G01000.3,1
NDH20G17340.1,NDH07G07120.1,1
NDH01G24780.1,NDH01G15270.1,1
NDH04G34000.1,NDH14G15430.1,1
NDH09G29490.1,NDH14G36891.1,1
NDH08G07690.2,NDH11G08560.1,1
NDH14G38910.1,NDH05G05600.7,1
NDH07G08340.2,NDH13G36990.1,1
NDH13G04560.1,NDH12G35181.1,1
NDH03G46300.1,NDH20G08730.1,1
NDH05G39540.1,NDH19G22790.1,1
NDH20G38120.1,NDH13G05680.1,1
Contig1G00390.1,NDH15G02210.3,1
NDH13G05421.1,NDH10G07600.1,1
NDH13G39510.1,NDH10G29500.1,1
NDH18G10880.1,NDH04G27240.1,1
NDH18G15340.1,NDH20G38110.1,1
NDH12G04300.1,NDH07G12720.1,1
NDH18G10880.1,NDH18G18360.1,1
NDH13G16740.1,NDH05G33460.1,1
NDH19G35080.1,NDH09G23440.1,1
NDH04G31710.1,NDH18G17370.3,1
NDH18G20620.1,NDH06G01000.4,1
NDH05G00860.2,NDH16G14030.4,1
NDH13G06790.1,NDH17G02340.1,1
NDH08G09200.1,NDH08G09340.1,1
NDH09G08500.1,NDH10G29790.2,1
NDH11G24670.1,NDH11G33800.2,1
NDH07G04190.2,NDH05G04600.1,1
NDH17G36830.1,NDH18G22860.1,1
NDH05G39540.1,NDH08G12060.1,1
NDH18G36030.1,NDH08G20140.1,1
NDH16G07430.1,NDH09G23440.1,1
NDH12G35250.1,Contig1G01280.1,1
NDH14G07420.2,NDH20G17080.1,1
NDH05G21531.1,NDH10G07600.1,1
NDH20G38120.1,NDH06G01000.3,1
NDH13G04580.1,NDH06G21290.1,1
NDH17G17790.2,NDH03G37990.2,1
NDH19G15890.1,NDH03G29623.1,1
NDH07G12400.1,NDH16G29010.1,1
NDH07G08340.2,NDH01G22990.1,1
NDH17G37450.2,NDH11G34900.1,1
NDH15G00850.1,NDH13G44820.1,1
NDH04G03990.1,NDH08G02150.4,1
NDH17G31340.1,NDH12G05580.3,1
NDH15G23030.1,NDH19G17650.2,1
NDH10G05010.1,NDH06G07100.1,1
NDH09G23440.1,NDH04G29380.1,1
NDH20G21960.1,NDH16G36420.1,1
NDH09G30750.1,NDH15G33600.1,1
NDH04G29380.1,NDH06G12120.1,1
NDH01G26400.1,NDH07G21870.1,1
NDH20G38110.1,NDH06G01000.3,1
NDH18G10880.1,NDH09G04950.2,1
NDH13G45780.1,NDH20G06730.1,1
NDH17G25470.1,NDH19G34160.1,1
NDH04G18070.1,NDH15G17380.1,1
NDH17G25660.3,NDH08G13080.1,1
NDH15G34840.1,NDH03G04930.1,1
NDH20G08330.1,NDH11G33800.2,1
NDH09G28270.1,NDH06G01020.1,1
NDH06G28840.1,NDH04G26890.1,1
NDH18G05440.1,NDH06G21290.1,1
NDH14G05330.1,NDH19G04920.3,1
NDH16G32860.1,NDH20G38110.1,1
NDH20G01560.1,NDH13G41210.1,1
NDH03G46300.1,NDH08G11670.1,1
NDH20G30390.1,NDH07G05140.1,1
NDH08G13080.1,NDH03G00290.1,1
NDH10G30320.1,NDH03G03170.1,1
NDH19G37400.1,NDH14G38910.1,1
NDH15G39940.2,NDH17G19060.1,1
NDH20G31490.2,NDH18G07100.2,1
NDH11G10370.1,NDH08G29450.7,1
NDH10G08171.1,Contig1G01280.1,1
NDH16G07450.1,NDH16G07640.1,1
NDH19G15250.1,NDH03G35750.1,1
NDH03G37990.2,NDH03G30140.1,1
NDH20G38110.1,NDH06G01000.4,1
NDH07G08340.2,NDH01G31300.2,1
NDH03G23890.1,NDH05G07490.1,1
NDH19G08780.1,NDH19G35680.2,1
NDH13G36150.2,NDH07G22000.1,1
NDH09G36330.1,NDH10G16400.1,1
NDH08G20140.1,NDH13G18640.1,1
NDH17G01780.2,NDH08G20110.1,1
NDH16G32860.1,NDH11G11050.1,1
NDH09G03860.1,NDH06G01000.4,1
NDH20G07610.1,NDH06G03270.1,1
NDH06G28840.1,NDH11G08110.1,1
NDH16G02810.1,NDH06G01000.3,1
NDH03G46390.1,NDH16G14030.4,1
NDH16G23460.1,NDH17G00330.1,1
NDH12G35250.1,NDH07G27960.2,1
NDH20G42060.1,NDH16G14030.4,1
NDH06G15751.1,NDH13G27651.3,1
Contig1G00580.1,NDH06G13810.2,1
NDH02G09100.1,NDH01G22990.1,1
NDH03G29302.1,NDH06G01020.1,1
NDH17G36830.1,NDH10G12030.2,1
NDH15G16510.1,NDH07G00310.3,1
NDH13G13360.1,NDH04G03470.2,1
NDH06G08770.1,NDH05G17010.1,1
NDH05G32800.2,NDH11G26240.1,1
NDH07G05100.1,NDH17G20860.3,1
NDH18G32850.1,NDH15G06111.1,1
NDH08G09340.1,NDH15G37290.1,1
NDH13G26280.1,NDH19G34730.1,1
NDH09G36020.1,NDH13G34420.1,1
NDH01G26960.1,NDH01G20730.1,1
NDH19G28080.2,NDH13G00170.1,1
NDH03G14720.1,NDH08G16190.1,1
NDH05G30420.1,NDH06G01020.1,1
NDH12G35010.1,NDH03G23890.1,1
NDH05G39540.1,NDH03G00950.1,1
NDH13G36350.1,NDH20G01660.1,1
NDH13G00870.1,NDH02G06760.1,1
Contig1G01450.1,NDH09G36020.1,1
NDH03G34830.1,NDH19G41010.1,1
NDH10G05010.1,NDH19G43720.1,1
NDH11G10970.1,NDH17G03380.1,1
NDH04G33861.1,NDH20G35800.1,1
NDH20G10270.1,NDH20G08330.1,1
NDH10G06190.2,NDH08G20140.1,1
NDH16G36400.1,NDH03G45470.1,1
NDH12G04400.1,NDH16G25900.1,1
NDH19G33080.1,NDH02G22080.1,1
NDH06G06570.1,NDH14G25740.1,1
NDH09G24830.2,NDH11G16440.1,1
Contig1G01280.1,NDH09G00650.1,1
NDH08G20160.1,NDH17G22330.1,1
NDH17G25660.3,NDH03G03500.2,1
NDH04G06230.1,NDH19G00400.1,1
NDH20G38620.2,NDH06G06820.1,1
NDH14G14010.3,NDH06G03270.1,1
NDH03G38670.1,NDH16G22970.1,1
NDH13G05760.1,NDH07G10800.1,1
NDH18G35290.1,NDH06G01000.3,1
NDH13G42340.1,NDH20G28591.2,1
NDH06G28550.1,NDH16G25480.1,1
NDH04G29880.1,NDH10G18680.1,1
NDH15G00990.2,NDH14G07420.2,1
NDH04G27800.1,NDH11G29140.1,1
NDH12G22100.1,NDH07G06130.1,1
NDH17G27570.1,NDH14G00220.1,1
NDH03G00780.1,NDH20G03440.1,1
NDH10G12030.2,NDH16G07100.1,1
NDH09G28150.1,NDH05G05130.1,1
NDH01G37100.1,NDH08G07690.2,1
NDH15G39620.1,NDH06G21290.1,1
NDH05G01720.2,NDH01G31131.1,1
NDH11G36030.1,NDH14G12430.1,1
NDH19G40220.1,NDH15G33600.1,1
NDH13G04660.1,NDH03G30140.1,1
NDH07G19750.1,NDH19G19030.1,1
NDH03G08780.1,NDH04G06230.1,1
NDH14G32420.1,NDH02G09290.1,1
NDH07G23700.1,NDH16G02990.2,1
NDH07G13960.1,NDH20G23160.2,1
NDH06G04970.1,NDH16G09180.1,1
NDH06G11570.1,NDH10G30330.1,1
NDH20G08330.1,NDH08G20140.1,1
NDH10G26430.1,NDH07G06470.1,1
NDH20G01050.1,NDH20G43200.2,1
NDH17G35350.1,NDH17G35350.1,1
NDH13G05880.1,NDH19G22790.1,1
NDH03G43830.1,NDH14G38870.1,1
NDH09G30660.1,NDH17G33220.1,1
NDH10G27840.1,NDH20G38110.1,1
NDH14G07420.2,NDH06G34380.1,1
NDH03G14200.1,NDH07G16550.1,1
NDH16G36420.1,NDH05G04530.1,1
NDH15G39190.1,NDH10G19870.1,1
NDH05G01090.1,NDH07G03720.1,1
NDH07G08340.2,NDH16G26830.1,1
NDH05G38360.1,NDH13G14450.1,1
NDH16G36420.1,NDH09G23440.1,1
NDH16G00520.1,NDH14G07340.1,1
NDH06G38220.1,NDH03G16110.1,1
NDH13G39510.1,NDH01G19810.1,1
NDH08G09200.1,NDH01G02500.1,1
NDH12G35010.1,NDH16G13210.7,1
NDH16G19020.2,NDH20G38110.1,1
NDH17G05220.2,NDH09G36020.4,1
NDH05G39540.3,NDH19G35440.1,1
NDH19G43260.1,NDH13G21330.1,1
NDH18G08730.1,NDH09G31510.1,1
NDH11G22060.1,NDH17G27720.2,1
NDH17G00600.1,NDH10G30320.1,1
NDH02G19150.1,NDH13G22500.1,1
NDH12G02120.1,NDH15G06170.1,1
NDH03G46300.1,NDH19G13890.1,1
NDH02G06920.1,NDH01G26950.1,1
NDH19G00320.1,NDH14G12430.1,1
NDH14G33250.1,NDH01G15250.1,1
NDH06G21670.1,NDH11G38930.1,1
NDH10G03010.1,NDH09G28660.1,1
NDH01G32170.1,NDH05G28950.2,1
NDH20G33670.1,NDH07G06470.1,1
NDH20G07610.1,NDH20G31350.1,1
NDH11G15770.1,NDH14G03600.1,1
NDH05G39540.1,NDH09G27420.2,1
NDH12G16710.1,NDH06G06230.1,1
NDH07G13960.1,NDH16G04510.1,1
NDH11G00170.1,NDH14G12430.1,1
NDH06G25840.2,NDH20G40570.1,1
NDH17G36830.1,NDH14G40050.1,1
NDH16G30590.1,NDH10G04610.1,1
NDH15G27470.1,NDH20G08000.1,1
NDH05G39540.3,NDH07G27330.1,1
NDH06G17790.1,NDH16G14030.4,1
NDH14G12430.1,NDH03G23040.1,1
NDH03G00290.1,NDH18G10880.1,1
NDH20G33670.1,NDH06G20440.1,1
NDH02G06140.1,NDH11G08980.2,1
NDH08G09200.1,NDH12G02050.1,1
NDH13G37980.1,NDH08G20110.1,1
NDH16G07450.1,NDH07G07380.1,1
NDH04G06230.1,NDH05G04720.1,1
NDH19G42470.7,NDH05G01040.3,1
NDH06G37220.1,NDH03G46690.1,1
NDH07G25830.1,NDH19G07390.2,1
NDH19G17460.1,NDH20G02871.1,1
NDH12G00420.4,NDH03G41400.1,1
NDH17G35350.1,NDH16G10220.1,1
NDH10G21010.1,NDH14G32930.1,1
NDH19G07590.1,NDH03G36670.1,1
NDH02G28980.1,NDH20G39350.1,1
NDH14G37670.1,NDH06G01000.4,1
NDH15G30460.3,NDH18G05060.1,1
NDH19G39120.2,NDH18G15590.1,1
NDH09G17320.1,NDH06G13390.1,1
NDH06G00100.1,NDH19G06430.2,1
NDH03G46390.1,NDH14G12430.1,1
NDH20G38110.1,NDH13G23430.1,1
NDH14G31720.1,NDH16G13210.1,1
NDH14G38910.1,NDH04G02860.1,1
NDH13G42340.2,NDH15G06170.1,1
NDH15G39620.1,NDH05G00110.1,1
NDH16G36420.1,NDH13G43270.1,1
NDH19G00780.1,NDH12G36770.3,1
NDH11G28210.1,NDH06G21290.1,1
NDH19G21260.3,NDH15G00400.2,1
NDH15G28630.1,NDH20G42740.1,1
NDH04G15290.1,NDH13G50590.1,1
NDH14G36891.1,NDH18G30700.1,1
NDH16G36420.1,NDH12G11420.1,1
NDH09G22900.1,NDH12G20740.1,1
NDH05G33360.1,NDH06G07080.1,1
NDH17G36830.1,NDH13G36770.1,1
NDH09G36370.1,NDH16G13210.7,1
NDH13G17070.1,NDH19G34160.1,1
NDH16G32860.1,NDH06G01000.3,1
NDH17G16090.1,NDH15G13160.1,1
NDH05G24740.1,NDH02G24430.1,1
NDH02G24430.1,NDH05G39990.1,1
NDH11G19570.3,NDH08G18660.1,1
NDH08G13080.1,NDH19G31750.2,1
NDH04G29880.1,NDH01G22690.2,1
NDH16G07450.1,NDH19G41130.2,1
NDH10G31460.1,NDH19G02820.1,1
NDH20G38110.1,NDH09G34270.2,1
NDH08G26270.1,NDH01G05980.1,1
NDH06G15751.1,NDH06G10510.1,1
NDH10G07591.1,NDH13G08310.1,1
NDH18G05060.1,NDH20G17610.1,1
NDH12G01970.1,NDH14G38770.1,1
NDH04G06230.1,NDH08G21530.1,1
NDH08G13870.1,NDH14G06310.1,1
NDH20G08000.1,NDH08G16600.1,1
NDH10G22950.1,NDH09G20290.1,1
NDH10G05010.1,NDH03G06460.1,1
NDH16G01310.1,NDH16G14030.4,1
NDH14G07420.2,NDH06G09640.1,1
NDH16G08830.1,NDH03G36670.1,1
NDH08G20140.1,NDH20G20390.1,1
NDH12G02120.1,NDH13G41210.1,1
NDH17G01040.1,NDH05G28150.1,1
NDH12G16710.1,NDH10G22370.1,1
NDH10G16350.1,NDH06G01000.3,1
NDH09G34430.1,NDH01G31000.1,1
NDH01G23530.1,NDH18G24950.1,1
NDH09G23440.1,NDH14G26510.1,1
NDH06G28840.1,NDH09G36020.1,1
NDH13G18380.1,NDH10G30320.1,1
NDH15G08680.1,NDH01G30000.1,1
NDH07G12380.1,NDH10G05280.1,1
NDH08G09200.1,NDH08G20140.1,1
NDH12G35910.1,NDH19G42610.2,1
NDH19G42950.1,NDH06G01000.3,1
NDH01G27390.1,NDH10G19690.1,1
NDH07G06670.1,Contig11G00070.1,1
NDH07G08340.2,NDH04G06230.1,1
NDH19G35080.1,NDH18G02240.3,1
NDH01G31130.2,NDH05G15780.1,1
NDH11G33860.1,NDH16G14030.4,1
NDH02G26340.1,NDH09G23440.1,1
NDH12G12370.2,NDH14G07420.2,1
NDH14G00340.1,NDH18G09400.1,1
NDH17G32150.2,NDH14G38680.1,1
NDH11G36090.2,NDH16G06530.1,1
NDH12G37040.2,NDH10G30320.1,1
NDH15G00850.1,NDH09G06590.1,1
NDH01G27800.1,NDH15G38900.1,1
NDH14G13270.1,NDH13G13800.1,1
NDH04G06230.1,NDH13G45980.1,1
NDH20G33730.1,NDH03G41190.1,1
NDH17G25900.1,NDH06G09880.1,1
NDH06G18000.1,NDH02G24430.1,1
NDH14G07160.1,NDH04G29380.1,1
NDH03G46300.1,NDH14G05660.2,1
NDH03G18310.1,NDH13G50660.1,1
NDH07G04190.2,NDH03G18140.1,1
NDH09G07800.1,NDH14G07420.2,1
NDH13G52070.1,NDH06G21290.1,1
NDH01G04740.1,NDH10G04610.1,1
NDH11G22451.1,NDH06G01000.3,1
NDH01G27800.1,NDH16G14030.4,1
Contig1G01280.1,NDH05G34090.4,1
NDH14G31720.1,NDH04G33861.1,1
NDH11G10370.1,NDH05G17580.2,1
NDH05G39540.1,NDH09G23440.1,1
NDH02G24460.1,NDH20G09640.1,1
NDH01G33010.1,NDH15G28061.1,1
NDH04G10160.1,NDH12G32460.1,1
NDH01G27800.1,NDH13G02850.1,1
NDH20G42060.1,NDH16G13210.1,1
NDH14G07420.2,NDH16G14030.4,1
NDH16G30090.1,NDH17G36830.1,1
NDH07G12400.1,NDH12G07390.2,1
NDH08G13080.1,NDH13G41261.1,1
NDH11G15670.1,NDH14G04390.2,1
NDH05G18210.1,NDH14G09790.1,1
NDH16G17410.1,NDH04G27800.1,1
NDH19G43260.1,NDH03G37260.1,1
NDH02G23820.2,NDH07G27500.1,1
NDH06G17790.1,NDH20G38120.1,1
Contig1G01280.1,NDH18G10860.1,1
NDH01G35790.1,NDH18G26800.1,1
NDH06G18000.1,NDH13G23660.1,1
NDH02G24460.1,NDH10G32450.3,1
NDH09G23440.1,NDH16G16240.1,1
NDH19G35080.1,NDH03G37870.1,1
NDH15G09350.1,NDH09G30140.1,1
NDH10G07180.1,NDH01G02390.1,1
NDH09G08500.1,NDH01G20730.1,1
NDH06G37170.1,NDH06G01020.1,1
NDH01G32170.1,NDH14G08010.1,1
NDH01G12750.1,NDH07G12180.1,1
NDH10G30330.1,NDH09G29730.1,1
NDH06G21290.1,NDH01G00740.1,1
NDH13G28920.2,NDH17G21150.2,1
NDH09G23440.1,NDH17G36830.1,1
NDH09G08500.1,NDH04G13670.1,1
NDH18G32130.1,NDH10G06760.1,1
NDH09G14780.1,NDH17G07900.1,1
NDH10G11770.1,Contig1G00250.1,1
NDH15G08680.1,NDH20G11081.1,1
NDH11G10370.1,NDH20G40570.1,1
NDH08G29480.1,NDH09G36040.1,1
NDH01G34360.1,NDH05G03760.1,1
NDH12G16260.1,NDH20G00320.4,1
NDH10G30330.1,NDH06G35000.1,1
NDH13G54660.2,NDH20G38110.1,1
NDH18G06870.1,NDH19G15610.1,1
NDH08G07690.2,NDH16G13210.6,1
NDH10G02470.1,NDH06G21290.1,1
NDH20G07610.1,NDH13G01150.1,1
NDH12G35010.1,NDH01G29180.1,1
NDH06G11110.3,NDH06G01000.2,1
NDH18G18000.1,NDH13G23660.1,1
NDH15G38600.1,NDH14G13890.1,1
NDH16G09160.1,NDH17G35280.1,1
NDH09G31840.4,NDH13G38110.1,1
NDH13G47010.1,NDH19G20690.2,1
NDH08G20140.1,Contig7G00141.2,1
NDH05G02600.5,NDH11G00570.2,1
NDH06G15751.1,NDH18G14350.1,1
NDH19G00270.1,NDH13G01150.1,1
NDH19G35080.1,NDH19G35080.1,1
NDH03G43360.2,NDH20G07610.1,1
NDH04G29880.1,NDH15G33590.1,1
NDH05G33360.1,NDH18G24950.1,1
NDH07G05100.1,NDH03G46690.1,1
NDH19G42290.1,NDH12G26830.1,1
NDH05G39540.1,NDH20G26360.1,1
NDH16G28880.1,NDH16G32860.1,1
NDH06G15751.1,NDH07G26970.1,1
NDH17G27570.1,NDH13G00170.1,1
NDH13G14190.1,NDH18G10860.1,1
NDH15G03780.1,NDH11G26950.2,1
NDH13G09730.1,NDH14G10620.1,1
NDH12G33560.1,NDH19G26040.1,1
NDH18G10880.1,NDH07G01030.1,1
NDH13G05760.1,NDH13G41210.1,1
NDH19G29573.1,NDH10G30320.1,1
NDH09G32460.1,NDH11G02360.2,1
NDH10G30330.1,NDH06G26440.1,1
NDH01G34820.1,NDH13G45090.1,1
NDH19G35080.1,NDH12G36540.1,1
NDH16G38870.1,NDH11G02360.2,1
NDH04G33861.1,NDH13G18131.1,1
NDH13G44080.1,NDH08G09200.1,1
NDH05G25540.1,NDH19G01730.1,1
NDH06G21290.1,NDH06G22240.1,1
NDH20G40270.1,NDH13G45190.2,1
NDH09G36330.1,NDH04G33231.1,1
NDH18G34180.1,NDH05G39990.1,1
NDH20G25710.1,NDH16G36420.1,1
NDH14G23010.1,NDH18G36530.2,1
NDH13G18131.1,NDH11G02360.2,1
NDH19G22790.1,NDH11G31610.1,1
NDH17G27570.1,NDH06G35090.2,1
NDH14G07420.2,NDH13G34710.1,1
NDH13G25490.1,NDH14G40040.1,1
NDH13G31930.1,NDH11G36540.2,1
NDH06G35641.1,NDH17G05630.1,1
NDH19G38140.1,NDH08G30820.1,1
NDH10G02470.1,NDH03G40010.4,1
NDH13G04680.1,NDH10G19120.12,1
NDH16G07450.1,NDH20G31490.2,1
NDH01G07750.1,NDH06G21290.1,1
NDH11G22451.1,NDH06G01000.4,1
NDH15G28630.1,NDH07G06470.1,1
NDH16G16490.1,NDH11G06840.1,1
NDH02G24640.1,NDH14G08500.1,1
NDH06G30210.1,NDH19G12060.1,1
NDH18G10880.1,NDH14G07420.2,1
NDH04G22040.1,NDH17G27570.1,1
NDH04G18070.1,NDH10G26310.1,1
NDH15G07160.1,NDH06G27260.1,1
NDH05G39540.1,NDH09G36020.1,1
NDH10G30330.1,NDH13G17870.1,1
NDH17G33220.1,NDH16G06030.2,1
NDH01G34640.1,NDH06G21290.1,1
NDH01G36510.2,NDH09G23440.1,1
NDH11G38910.1,NDH14G06561.1,1
NDH06G11610.1,NDH02G06920.1,1
NDH10G05010.1,NDH18G00360.1,1
NDH08G09200.1,NDH14G04640.1,1
NDH19G43260.1,NDH06G28840.1,1
NDH13G08370.1,NDH15G15890.1,1
NDH03G46700.1,NDH20G05780.1,1
NDH01G25850.1,NDH03G15140.1,1
NDH19G37400.1,NDH09G00770.1,1
NDH06G15751.1,NDH09G06590.1,1
NDH16G13960.1,NDH15G33600.1,1
NDH19G37400.1,NDH10G15910.1,1
NDH14G08760.2,NDH06G28840.1,1
NDH15G17400.1,NDH04G33861.1,1
NDH01G23500.1,NDH18G28100.1,1
NDH15G32140.1,NDH03G31670.1,1
NDH10G05290.1,NDH13G05290.1,1
NDH10G34490.1,NDH19G28610.1,1
NDH04G32400.1,NDH10G04610.1,1
NDH16G18800.1,NDH09G23440.1,1
NDH18G14350.1,NDH12G36090.2,1
NDH16G02040.1,NDH20G08000.1,1
NDH06G36990.2,NDH20G06310.1,1
NDH14G33850.1,NDH18G10880.1,1
NDH10G05010.1,NDH14G07420.2,1
NDH19G10460.1,NDH08G28400.1,1
NDH09G28360.12,NDH15G00990.2,1
NDH13G08490.2,NDH17G05630.1,1
NDH03G14980.1,NDH03G27680.3,1
NDH07G08340.2,NDH07G27960.2,1
NDH20G08330.1,NDH17G36830.1,1
NDH16G19020.1,NDH14G04640.1,1
NDH03G11710.3,NDH20G38120.1,1
NDH15G00180.1,NDH16G13210.7,1
NDH08G22500.1,NDH16G06660.1,1
NDH06G07321.1,NDH09G25210.1,1
NDH13G05760.1,NDH11G11720.1,1
NDH10G32790.1,NDH02G01400.1,1
NDH03G25370.1,NDH09G03480.1,1
NDH09G21930.1,NDH09G21930.1,1
NDH05G03350.1,NDH16G39060.1,1
NDH19G16780.1,Contig1G01280.1,1
NDH19G04270.1,NDH15G04290.3,1
NDH12G28000.1,NDH16G06520.1,1
NDH02G01340.1,NDH20G05820.1,1
NDH19G14640.1,NDH13G18380.1,1
NDH02G11311.1,NDH19G12470.1,1
NDH13G18131.1,NDH09G12070.1,1
NDH09G25140.1,NDH03G07470.1,1
NDH02G28130.2,NDH11G24620.4,1
NDH14G01320.1,NDH11G38410.2,1
NDH06G17790.1,NDH06G25340.1,1
NDH11G10510.1,NDH18G13790.1,1
NDH10G22950.1,NDH20G08000.1,1
NDH01G24220.1,NDH09G08500.3,1
NDH18G31580.1,NDH09G25630.1,1
NDH02G26650.1,NDH16G40260.2,1
NDH10G06380.1,NDH20G04850.1,1
NDH20G00612.2,NDH06G01000.4,1
NDH16G07450.1,NDH09G25210.1,1
NDH13G45090.1,NDH10G24110.1,1
NDH01G36510.1,NDH20G36590.1,1
NDH14G00580.1,NDH19G07770.1,1
NDH15G08680.1,NDH16G00130.1,1
NDH06G37310.1,NDH16G31470.1,1
NDH04G08180.1,NDH05G00210.1,1
NDH08G09340.1,NDH04G00290.1,1
NDH14G39080.1,NDH04G04080.1,1
NDH03G38581.1,NDH19G42360.1,1
NDH10G07591.1,NDH03G19930.1,1
NDH20G07610.1,NDH17G35320.1,1
NDH09G19270.1,NDH10G28610.3,1
NDH03G00780.1,NDH17G27960.1,1
NDH16G02810.1,NDH09G25210.1,1
NDH15G32490.1,NDH16G00220.1,1
NDH16G04510.1,NDH20G38120.1,1
NDH05G39540.1,NDH14G01210.1,1
NDH19G11920.2,NDH07G00630.1,1
NDH17G36830.1,NDH03G18870.1,1
NDH17G36830.1,NDH13G35500.1,1
NDH19G00320.1,NDH07G08340.2,1
NDH12G35250.1,NDH20G03440.1,1
NDH20G06560.1,NDH14G26330.1,1
NDH07G20500.1,NDH11G36860.1,1
NDH05G32100.1,NDH19G34790.1,1
NDH07G08400.1,NDH11G00570.2,1
NDH19G40310.2,NDH01G10020.1,1
NDH06G22610.1,NDH09G23440.1,1
NDH07G27970.2,NDH04G22630.1,1
NDH12G16710.1,NDH19G44000.15,1
NDH19G43260.1,NDH06G20420.1,1
NDH10G09730.1,NDH13G09730.1,1
NDH13G41580.1,NDH06G01000.4,1
NDH17G22950.1,NDH16G14030.4,1
NDH16G32860.1,NDH07G21520.3,1
NDH05G25540.1,NDH19G37400.1,1
NDH10G03310.1,NDH10G29950.1,1
NDH07G06640.1,NDH18G14350.1,1
NDH19G00320.1,NDH13G48400.1,1
NDH12G35010.1,NDH17G04550.1,1
NDH14G40100.1,NDH16G09140.1,1
NDH13G09730.1,NDH06G21290.1,1
NDH01G15263.1,NDH14G30950.2,1
NDH16G39760.1,NDH08G09200.1,1
NDH06G04830.1,NDH10G05010.1,1
NDH20G01050.1,NDH13G00500.1,1
NDH02G24640.1,NDH09G09590.1,1
NDH11G16330.1,NDH15G00850.1,1
NDH14G36891.1,NDH13G07950.1,1
NDH09G34430.1,NDH16G39660.1,1
NDH07G26970.1,NDH14G03730.1,1
NDH04G12930.1,NDH06G01000.4,1
NDH10G30320.1,NDH16G13210.7,1
NDH11G02620.1,NDH06G21290.1,1
NDH12G20850.1,NDH04G06230.1,1
NDH19G40931.1,NDH12G29230.1,1
NDH04G04290.1,NDH09G00050.1,1
NDH06G28840.1,NDH13G31090.1,1
NDH10G30330.1,NDH17G04980.1,1
NDH05G00680.1,NDH16G14030.4,1
NDH09G36330.1,NDH08G20140.1,1
NDH14G06170.4,NDH08G16540.1,1
NDH03G23890.1,NDH04G04590.2,1
NDH05G39540.1,NDH08G13080.1,1
NDH18G03590.3,NDH19G44190.1,1
NDH05G01300.1,NDH08G00990.1,1
NDH11G28210.1,NDH15G00850.1,1
NDH15G39620.1,NDH09G10290.1,1
NDH17G27570.1,NDH15G39620.1,1
NDH14G12430.1,NDH13G44310.1,1
NDH11G34070.1,NDH19G41140.2,1
NDH04G06230.1,NDH16G14030.4,1
NDH02G11311.1,NDH13G39170.1,1
NDH12G17750.1,NDH17G06330.1,1
NDH09G13400.1,NDH09G35050.1,1
NDH18G10880.1,NDH01G34540.1,1
NDH12G14510.1,NDH06G01000.4,1
NDH08G16600.1,NDH04G11631.2,1
NDH20G13950.1,NDH06G01000.3,1
NDH08G20140.1,NDH05G00110.1,1
NDH01G18320.1,NDH07G09840.1,1
NDH06G15770.1,NDH06G01000.3,1
NDH09G08500.5,NDH17G00330.1,1
NDH09G33260.1,NDH13G27651.3,1
NDH06G21290.1,NDH08G07690.2,1
NDH08G29510.2,NDH11G02360.2,1
NDH13G13220.1,NDH06G01020.1,1
NDH16G06070.1,NDH20G05790.2,1
NDH19G30670.1,NDH09G09650.1,1
NDH20G06760.4,NDH13G19850.1,1
NDH09G29600.1,NDH13G38690.1,1
NDH11G07760.1,NDH10G02670.1,1
NDH11G02470.1,NDH15G00920.1,1
NDH17G14180.1,NDH03G01390.1,1
NDH16G06530.1,NDH06G01020.1,1
