Prey,Bait,Score
NDH08G15950.1,NDH16G13210.7,1
NDH11G18240.2,NDH06G01000.3,1
NDH11G33510.1,NDH16G32270.1,1
NDH08G04810.2,NDH02G24430.1,1
NDH15G34540.1,NDH09G09720.1,1
NDH03G44370.1,NDH09G36210.1,1
NDH01G34680.2,NDH16G14030.4,1
NDH13G51580.1,NDH19G22010.1,1
NDH19G07400.1,NDH03G31850.1,1
NDH03G47250.1,NDH12G37200.1,1
NDH06G21670.1,NDH07G13960.1,1
NDH16G40010.1,NDH10G30620.1,1
NDH20G06880.1,NDH03G11200.1,1
NDH19G43720.1,NDH16G13210.4,1
NDH06G14420.1,NDH13G36680.1,1
NDH09G28360.3,NDH05G00110.1,1
NDH15G31110.4,NDH14G38770.1,1
NDH09G28360.15,NDH08G00990.1,1
NDH02G05870.1,NDH20G12340.1,1
NDH19G37860.2,NDH12G01850.1,1
NDH11G15740.1,NDH01G23510.1,1
NDH10G26750.1,NDH05G02900.2,1
NDH08G20110.1,NDH10G17060.1,1
NDH07G19040.1,NDH12G05590.1,1
NDH16G09250.1,NDH20G39400.1,1
NDH07G26180.1,NDH07G27490.1,1
NDH15G33420.3,NDH06G01000.3,1
NDH15G36630.1,NDH01G02350.2,1
NDH06G01000.3,NDH10G07880.2,1
NDH01G26640.1,NDH15G22220.1,1
NDH15G00110.1,NDH09G17320.1,1
NDH07G23270.1,NDH05G00800.2,1
NDH16G14030.4,NDH17G30380.1,1
NDH16G10220.1,NDH19G03950.1,1
NDH18G24980.1,NDH17G03040.1,1
NDH16G14030.4,NDH10G32440.1,1
NDH16G06990.1,NDH14G12430.1,1
NDH13G18131.1,NDH16G09820.1,1
NDH13G36490.1,NDH05G39540.3,1
NDH09G36040.1,NDH04G06230.1,1
NDH15G36310.1,NDH07G01150.1,1
NDH13G18131.1,NDH13G09860.1,1
NDH02G22130.1,NDH15G02430.1,1
NDH15G36310.1,NDH20G03260.1,1
NDH09G26350.1,NDH14G36891.1,1
NDH19G08380.1,NDH16G06530.1,1
NDH12G33770.1,NDH20G01350.2,1
NDH10G29270.1,NDH18G03860.2,1
NDH20G04800.1,NDH19G38060.2,1
NDH11G02470.1,NDH09G24710.1,1
NDH11G00540.1,NDH01G32820.1,1
NDH06G01020.1,NDH05G24030.1,1
NDH08G20110.1,NDH01G25790.4,1
NDH06G35090.1,NDH20G31490.2,1
NDH06G01020.1,NDH19G29050.1,1
NDH10G30320.1,NDH14G01520.1,1
NDH13G19500.1,NDH09G02320.1,1
NDH05G00110.1,NDH06G01020.1,1
NDH16G08160.1,NDH18G08180.1,1
NDH07G17330.1,NDH02G24550.1,1
NDH04G34980.1,NDH19G13710.1,1
NDH05G38840.1,NDH04G27800.1,1
NDH04G28650.2,NDH07G22490.1,1
NDH09G07580.1,NDH12G04080.1,1
NDH16G37750.1,NDH20G30080.1,1
NDH03G07150.1,NDH10G31380.3,1
NDH07G08340.2,NDH16G07660.1,1
NDH03G00370.1,NDH19G02910.1,1
NDH20G31670.1,NDH18G22780.1,1
NDH19G11720.1,NDH01G24860.1,1
NDH13G09880.2,NDH18G36530.2,1
NDH20G41040.1,NDH02G06920.1,1
NDH01G30860.3,NDH02G01340.1,1
NDH07G08340.1,NDH13G45090.1,1
NDH13G09330.1,NDH15G26260.1,1
NDH05G16960.1,NDH10G27820.1,1
NDH07G04971.1,NDH20G41190.1,1
NDH13G37220.2,NDH05G09350.2,1
NDH08G00740.2,NDH19G03950.1,1
NDH10G03180.1,NDH06G01000.3,1
NDH06G16260.1,NDH12G20740.1,1
NDH12G17480.1,NDH03G01611.1,1
Contig1G01680.1,NDH03G11890.1,1
NDH03G41940.1,NDH13G17690.1,1
NDH16G13210.7,NDH13G22600.1,1
NDH17G00330.1,NDH03G41190.1,1
NDH05G18180.1,NDH13G50590.1,1
NDH07G11760.1,NDH06G20420.1,1
NDH05G04610.1,NDH12G37000.1,1
NDH01G33230.1,NDH16G13210.7,1
NDH16G13210.4,NDH01G05980.1,1
NDH15G02230.1,NDH06G01000.3,1
NDH19G11720.1,NDH13G53640.1,1
NDH05G17040.5,NDH02G08060.3,1
NDH14G21500.1,NDH06G01530.1,1
NDH04G10880.1,NDH02G03100.1,1
NDH15G31110.4,NDH11G38250.1,1
NDH19G11720.1,NDH09G34430.1,1
NDH17G00330.1,NDH18G23560.1,1
NDH06G01000.3,NDH08G30820.1,1
NDH18G15530.1,NDH05G09080.1,1
NDH10G03180.1,NDH13G00110.1,1
NDH04G01000.1,NDH09G02230.1,1
NDH19G07590.1,NDH19G20000.1,1
NDH04G02200.1,NDH03G01070.1,1
NDH10G05010.1,NDH15G17340.1,1
NDH16G19020.1,NDH08G20110.1,1
NDH09G29820.1,NDH03G29410.1,1
NDH15G35090.1,NDH10G18160.1,1
NDH14G07420.2,NDH20G02350.1,1
NDH14G31720.1,NDH14G02810.1,1
NDH09G03080.1,NDH03G40610.1,1
NDH04G29880.1,NDH14G01210.1,1
NDH16G21130.1,NDH06G05420.1,1
NDH03G12640.1,NDH06G08900.1,1
NDH07G08340.2,NDH06G07080.1,1
NDH20G08000.1,NDH11G31250.1,1
NDH05G07790.1,NDH20G31770.1,1
NDH01G36670.1,NDH08G30820.1,1
NDH19G05230.1,NDH18G13280.1,1
NDH17G36830.1,NDH08G30080.1,1
NDH01G11950.1,NDH08G01010.1,1
NDH03G21450.1,NDH13G16360.1,1
NDH07G08340.2,NDH14G07090.1,1
NDH07G13960.1,NDH03G06460.1,1
NDH20G38110.1,NDH06G25500.1,1
NDH17G27570.1,NDH03G25920.1,1
NDH11G05070.2,NDH03G01070.1,1
NDH20G27290.1,NDH11G26240.1,1
NDH17G15720.4,NDH14G12780.1,1
NDH13G01380.1,NDH16G25200.1,1
NDH09G02230.1,NDH14G32030.1,1
NDH08G08160.1,NDH19G39330.1,1
NDH02G11311.1,NDH13G52830.1,1
NDH08G20110.1,NDH11G02220.1,1
NDH18G10880.1,NDH09G32980.1,1
NDH15G39620.1,NDH12G28480.1,1
NDH11G32270.1,NDH11G34200.1,1
NDH17G27660.1,NDH09G15470.2,1
NDH12G22100.1,NDH03G21290.1,1
NDH04G14210.1,NDH06G01530.1,1
NDH19G35080.1,NDH03G42440.2,1
NDH09G23440.1,NDH15G36660.1,1
NDH12G30710.1,NDH07G05270.5,1
NDH20G08000.1,NDH20G31810.1,1
NDH04G02920.1,NDH04G13650.1,1
NDH06G21290.1,NDH16G00550.2,1
NDH18G34180.1,NDH12G36020.1,1
NDH20G15510.1,NDH06G23070.1,1
NDH05G14900.4,NDH03G43750.1,1
NDH03G11430.1,NDH09G28660.1,1
NDH09G23440.1,NDH09G28670.1,1
NDH17G00960.2,NDH20G27660.1,1
NDH18G10880.1,NDH16G10640.1,1
NDH13G04560.1,NDH04G26550.1,1
NDH14G08670.1,NDH04G06230.1,1
NDH08G20110.1,NDH13G17870.1,1
NDH10G01540.1,NDH06G30660.1,1
NDH01G29780.4,NDH01G35650.1,1
NDH08G20160.1,NDH19G35440.1,1
NDH13G09110.2,NDH14G07420.2,1
NDH16G36420.1,NDH16G03960.1,1
NDH12G31250.2,NDH20G33440.3,1
Contig1G01280.1,NDH10G20990.2,1
NDH17G05460.1,NDH03G37180.1,1
NDH13G51010.1,NDH18G17331.1,1
NDH20G05480.1,NDH20G05480.1,1
NDH17G36830.1,NDH04G06230.1,1
NDH15G26050.1,NDH08G00590.1,1
NDH14G07420.2,NDH15G34410.3,1
NDH14G12430.1,NDH12G35010.1,1
NDH07G08340.2,NDH11G17560.1,1
NDH10G02380.1,NDH05G39940.1,1
NDH09G08500.1,NDH11G24010.1,1
NDH18G02830.1,NDH03G42200.1,1
NDH12G26200.1,NDH14G38680.1,1
NDH08G20110.1,NDH10G28610.3,1
NDH15G11890.1,NDH02G10350.1,1
NDH02G06920.1,NDH05G33320.1,1
NDH08G13080.1,NDH01G35650.1,1
NDH18G05850.1,NDH05G02370.1,1
NDH20G23430.1,NDH18G00340.2,1
NDH04G26480.2,NDH05G06390.1,1
NDH09G23440.1,NDH12G02120.1,1
NDH17G35350.1,NDH20G39390.1,1
NDH06G38220.1,NDH16G13670.1,1
NDH11G12130.1,NDH03G06390.1,1
NDH02G26340.1,NDH17G01680.1,1
NDH12G06620.1,NDH07G08340.2,1
NDH03G00290.1,NDH14G00140.1,1
NDH16G25270.1,NDH05G36720.1,1
NDH07G08970.3,NDH13G04980.1,1
NDH02G18990.1,NDH10G00280.1,1
NDH17G15720.4,NDH14G06790.1,1
NDH03G48230.1,NDH18G25880.1,1
NDH10G07310.1,NDH15G36660.1,1
NDH05G27590.1,NDH13G41210.1,1
NDH15G35070.1,NDH17G20110.1,1
NDH11G26490.1,NDH06G14190.1,1
NDH20G24260.1,NDH04G19630.1,1
NDH18G10930.2,NDH16G13210.6,1
NDH13G18131.1,NDH11G18520.1,1
NDH20G37930.1,NDH07G05230.1,1
NDH01G30610.1,NDH07G09840.1,1
NDH19G34160.1,NDH01G30090.3,1
NDH06G16250.1,NDH14G09150.1,1
NDH05G01650.2,NDH11G36270.1,1
NDH14G36891.1,NDH13G43320.1,1
NDH10G07591.1,NDH10G28370.1,1
NDH02G05020.1,NDH14G07320.2,1
NDH04G31760.1,NDH04G27040.1,1
NDH19G17230.1,NDH19G20530.1,1
NDH20G20910.1,NDH16G07450.1,1
NDH09G28670.1,NDH06G24850.1,1
NDH02G23840.1,NDH18G22860.1,1
NDH18G03350.1,NDH18G36530.2,1
NDH05G27650.1,NDH19G42860.1,1
NDH12G33860.1,NDH13G00110.1,1
NDH04G11880.1,NDH16G03960.1,1
NDH14G13270.1,NDH12G37140.1,1
NDH04G14840.1,NDH13G07960.2,1
NDH14G27500.1,NDH18G23560.1,1
NDH08G03950.1,NDH05G05600.7,1
NDH01G05980.1,NDH05G12070.1,1
NDH16G33960.1,NDH03G41800.5,1
NDH10G27180.5,NDH10G02450.1,1
NDH10G05010.1,NDH16G13210.7,1
NDH13G31930.1,NDH06G01000.4,1
NDH16G14050.3,NDH09G33790.1,1
NDH19G10320.1,NDH18G01610.1,1
NDH08G13590.1,NDH18G23560.1,1
NDH01G05740.1,NDH11G16440.1,1
NDH08G08300.1,NDH07G01030.1,1
NDH05G36550.1,NDH16G13670.1,1
NDH14G01520.1,NDH18G30150.1,1
NDH07G13050.3,NDH08G18660.1,1
NDH11G16860.1,NDH13G28250.1,1
NDH20G33600.1,NDH20G33600.1,1
NDH03G46000.1,NDH16G32250.1,1
NDH09G07340.3,NDH06G01000.2,1
NDH13G24020.1,NDH07G05230.1,1
NDH15G21730.1,NDH08G00140.3,1
NDH09G27160.1,NDH14G39600.1,1
NDH03G20940.2,NDH07G01030.1,1
NDH13G44210.2,NDH16G36860.2,1
NDH11G22570.1,NDH13G20720.1,1
NDH08G22560.1,NDH05G36720.1,1
Contig1G01680.1,NDH03G47260.1,1
NDH20G02600.3,NDH08G30820.1,1
NDH17G19750.1,NDH02G01340.1,1
NDH09G08500.1,NDH01G30880.4,1
NDH03G36280.1,NDH06G01000.4,1
NDH15G08680.1,NDH16G13210.7,1
NDH11G16440.1,NDH10G26030.2,1
NDH11G02360.2,NDH12G32470.2,1
NDH13G53270.1,NDH19G42700.1,1
NDH19G11720.1,NDH17G00330.1,1
NDH19G22790.1,NDH06G21290.1,1
NDH10G05290.1,NDH03G06090.1,1
NDH01G15250.1,NDH05G00110.1,1
NDH15G00850.1,NDH08G09340.1,1
NDH10G08171.1,NDH01G24800.1,1
NDH03G46300.1,NDH16G32860.1,1
NDH08G20140.1,NDH16G08940.1,1
NDH11G39020.1,NDH14G33840.2,1
NDH09G31780.1,NDH10G05010.1,1
NDH15G33600.1,NDH15G33600.1,1
NDH13G46640.1,NDH19G32660.1,1
NDH03G16030.1,NDH19G06930.1,1
NDH14G15970.1,NDH19G32040.1,1
NDH01G17540.1,NDH19G39120.2,1
NDH16G29310.1,NDH20G40570.1,1
NDH09G23440.1,Contig7G00141.2,1
NDH14G19370.1,NDH04G34980.1,1
NDH14G03760.1,NDH13G41210.1,1
NDH19G00100.1,NDH07G21640.5,1
NDH03G00490.1,NDH20G38120.1,1
NDH04G33861.1,NDH03G46690.1,1
NDH19G00780.1,NDH08G29520.1,1
NDH10G07250.1,NDH15G21740.1,1
NDH18G15570.2,NDH06G01000.3,1
NDH04G06230.1,NDH03G00240.1,1
NDH07G10800.1,NDH09G29850.1,1
NDH19G43260.1,NDH13G47030.1,1
NDH02G24460.1,NDH13G00110.1,1
NDH20G01220.1,NDH02G01340.1,1
NDH14G38910.1,NDH06G01000.3,1
NDH05G02600.5,NDH01G07750.1,1
NDH05G32800.2,NDH11G05380.1,1
NDH05G11390.1,NDH19G44630.1,1
NDH13G41290.1,NDH16G13210.7,1
NDH19G43260.1,NDH09G23440.1,1
NDH20G38110.1,NDH06G00990.4,1
NDH08G20140.1,NDH01G01590.1,1
NDH05G25620.1,NDH15G33320.1,1
NDH18G12460.1,NDH19G38290.4,1
NDH16G32860.1,NDH10G30320.1,1
NDH13G04580.1,NDH03G41400.1,1
NDH12G04200.1,NDH20G11090.1,1
NDH13G03460.1,NDH15G38460.2,1
NDH13G05760.1,NDH19G00780.1,1
NDH01G05710.1,NDH09G28360.2,1
NDH06G17790.1,NDH15G00850.1,1
NDH03G00780.1,NDH03G00780.1,1
NDH05G16960.1,NDH09G07580.1,1
NDH10G18160.1,NDH19G18430.1,1
NDH07G16570.1,NDH19G00100.1,1
NDH03G46300.1,NDH06G01020.1,1
NDH20G40970.1,NDH07G01030.1,1
NDH07G21870.1,NDH07G21870.1,1
NDH04G06230.1,NDH14G04390.2,1
NDH13G05760.1,NDH06G01460.1,1
NDH05G09100.1,NDH10G04860.1,1
NDH02G09340.1,NDH12G09920.2,1
NDH01G25700.2,NDH14G07420.2,1
NDH20G35180.2,NDH20G35180.2,1
NDH15G04020.1,NDH17G17990.1,1
NDH09G28150.1,NDH16G22890.1,1
NDH03G10010.1,NDH16G00180.1,1
NDH20G38120.1,NDH13G00110.1,1
NDH14G34420.1,NDH18G36820.1,1
NDH20G38110.1,NDH03G41290.1,1
NDH13G05080.2,NDH07G27300.1,1
NDH20G38120.1,NDH07G01030.1,1
NDH10G05010.1,NDH05G36900.2,1
NDH01G23670.1,NDH16G14030.4,1
NDH13G11520.1,NDH06G21290.1,1
NDH14G05020.1,NDH18G11320.1,1
NDH20G38110.1,NDH20G35640.1,1
NDH18G31580.1,NDH01G25300.1,1
NDH17G36830.1,NDH14G03920.1,1
NDH16G06530.1,NDH09G23440.1,1
NDH13G31930.1,NDH06G25290.5,1
NDH03G46300.1,NDH16G14030.4,1
NDH20G38110.1,NDH01G25490.1,1
NDH10G07600.1,NDH19G29390.1,1
NDH06G22330.1,NDH01G03500.1,1
NDH16G29810.1,NDH06G01020.1,1
NDH01G11390.1,NDH17G05430.1,1
NDH08G30901.1,NDH04G06230.1,1
NDH13G19340.1,NDH09G23440.1,1
NDH13G05950.1,NDH17G27570.1,1
NDH06G31130.1,NDH03G32920.1,1
NDH13G04560.1,NDH13G42340.2,1
NDH08G27430.1,NDH11G14510.1,1
NDH17G29950.1,NDH18G05460.1,1
NDH12G27820.1,NDH12G34101.1,1
NDH10G07600.1,NDH16G36420.1,1
NDH13G49480.1,NDH14G33840.2,1
NDH19G29577.1,NDH08G28540.1,1
NDH01G26960.1,NDH01G08610.4,1
NDH10G01530.1,NDH17G14660.1,1
NDH19G08780.1,NDH06G01020.1,1
NDH12G28000.1,NDH17G13770.1,1
NDH01G22950.1,NDH20G01050.1,1
NDH02G09440.1,NDH12G00840.1,1
NDH02G26550.1,NDH07G08910.1,1
NDH12G35010.1,NDH18G06750.1,1
NDH17G37450.2,NDH01G28870.1,1
NDH06G07310.1,NDH07G24580.1,1
NDH17G36170.1,NDH06G17790.1,1
NDH13G21330.1,NDH07G10000.1,1
NDH18G04020.1,NDH03G31360.1,1
NDH12G01970.1,NDH04G00380.1,1
NDH13G47060.1,NDH13G45860.1,1
NDH03G46600.1,NDH13G22260.1,1
NDH09G01980.1,NDH04G06230.1,1
NDH17G00330.1,NDH19G07930.1,1
NDH09G21740.1,NDH13G50170.1,1
NDH17G05220.2,NDH17G05220.2,1
NDH02G19300.1,NDH03G16030.1,1
NDH13G18131.1,NDH01G11760.1,1
NDH08G07600.5,NDH11G03260.1,1
NDH19G00260.1,NDH17G00460.3,1
NDH15G08680.1,NDH06G01000.3,1
NDH13G47790.1,NDH06G01000.4,1
NDH01G28800.1,NDH18G17890.2,1
NDH06G13030.2,NDH18G29670.3,1
NDH01G02420.2,NDH14G28780.1,1
NDH15G39190.1,NDH07G15540.3,1
NDH06G28500.1,NDH06G01020.1,1
NDH16G31570.1,NDH01G15262.1,1
NDH10G06660.2,NDH19G44630.1,1
NDH16G19020.1,NDH19G37400.1,1
NDH12G27830.1,NDH12G33030.1,1
NDH16G19020.1,NDH08G13080.1,1
NDH01G35650.1,NDH15G19860.1,1
NDH13G17880.1,NDH04G34980.2,1
NDH13G37530.1,NDH12G02120.1,1
NDH06G17790.1,NDH16G13210.7,1
NDH19G00970.1,NDH04G14760.1,1
NDH06G16230.1,NDH16G28900.1,1
NDH18G32130.1,NDH05G09350.2,1
NDH17G15720.1,NDH10G04190.1,1
NDH09G30080.1,NDH20G38110.1,1
NDH01G29780.1,NDH19G32460.1,1
NDH17G15310.2,NDH16G07450.1,1
NDH19G43260.1,NDH18G24100.1,1
NDH14G39080.1,NDH02G03980.3,1
NDH11G12140.1,NDH09G01980.1,1
NDH13G04660.1,NDH16G06030.1,1
NDH10G25150.1,NDH11G02540.1,1
NDH07G03980.1,NDH16G36420.1,1
NDH14G16820.1,NDH08G30820.1,1
NDH19G35680.4,NDH05G00210.1,1
NDH07G06480.1,NDH17G17300.1,1
NDH17G36830.1,NDH01G26920.1,1
NDH13G52881.1,NDH15G01560.1,1
NDH10G01730.1,NDH04G08641.1,1
NDH01G27510.1,NDH13G00110.1,1
NDH09G29850.1,NDH09G22100.1,1
NDH03G22600.1,NDH15G06950.1,1
NDH04G08690.1,NDH09G25210.1,1
NDH09G23440.1,NDH06G01020.1,1
NDH10G05110.1,NDH10G06760.1,1
NDH12G13670.1,NDH01G33890.2,1
NDH19G08780.1,NDH09G35210.1,1
NDH13G24020.1,NDH18G29720.1,1
NDH12G20740.1,NDH06G01000.3,1
NDH04G32400.1,NDH04G06230.1,1
NDH10G30330.1,NDH04G00670.3,1
NDH18G12680.1,NDH20G38120.1,1
NDH18G36050.1,NDH04G05460.1,1
NDH06G30510.1,NDH01G21810.1,1
NDH05G38450.1,NDH07G00260.1,1
NDH02G04720.1,NDH13G47550.1,1
NDH03G46300.1,NDH18G10880.1,1
NDH13G00800.2,NDH09G07930.1,1
NDH13G50970.1,NDH19G00450.1,1
NDH11G14870.1,NDH09G23440.1,1
NDH10G34580.3,NDH03G06300.1,1
NDH12G06620.1,NDH13G47660.2,1
NDH06G37860.1,NDH20G01050.1,1
NDH06G28390.1,NDH19G34820.1,1
NDH12G04300.1,NDH11G38410.2,1
NDH04G06230.1,NDH04G03470.2,1
NDH14G33250.1,NDH17G25530.6,1
NDH20G29590.1,NDH11G38160.1,1
NDH03G46300.1,NDH09G29820.1,1
NDH06G28840.1,NDH06G01000.3,1
NDH10G30330.1,NDH16G14050.3,1
NDH07G27970.1,NDH20G38120.1,1
NDH05G03930.1,NDH18G13300.1,1
NDH14G32110.1,NDH20G42730.1,1
NDH09G23440.1,NDH03G20920.1,1
NDH16G00520.1,NDH01G30090.3,1
NDH17G09180.1,NDH03G17060.1,1
NDH20G04990.1,NDH10G02810.1,1
NDH17G36830.1,NDH15G09490.1,1
NDH08G14630.3,NDH14G31720.1,1
NDH14G11310.4,NDH02G11311.1,1
NDH20G42400.1,NDH19G35080.1,1
NDH12G01850.1,NDH04G06230.1,1
NDH13G50170.1,NDH19G34250.1,1
NDH09G36020.1,NDH09G36020.1,1
NDH19G43260.1,NDH05G08510.1,1
NDH07G10840.1,NDH08G14840.1,1
NDH17G01290.1,NDH14G11400.1,1
NDH12G22930.1,NDH19G06410.1,1
NDH04G25140.1,NDH07G07120.1,1
NDH16G14050.3,NDH09G21330.1,1
NDH20G38110.1,NDH06G28710.1,1
NDH03G40170.1,NDH13G00110.1,1
NDH12G27000.1,NDH17G20590.1,1
NDH20G03440.1,NDH11G37730.1,1
NDH16G25480.1,NDH02G15670.1,1
NDH15G08680.1,NDH09G23440.1,1
NDH17G15720.1,NDH10G11530.2,1
NDH14G19680.1,NDH14G13270.1,1
NDH07G08340.2,NDH12G27920.1,1
NDH17G00960.2,NDH04G02630.1,1
NDH19G35080.1,NDH07G12180.1,1
NDH10G14130.1,NDH09G34430.1,1
NDH19G44280.2,NDH10G28610.3,1
NDH16G32860.1,NDH06G28840.1,1
NDH12G22100.1,NDH09G25210.1,1
NDH19G21260.3,NDH03G00490.1,1
NDH12G12770.1,NDH20G37180.3,1
NDH01G36720.1,NDH20G01050.1,1
NDH02G23010.1,NDH10G34490.1,1
NDH06G21290.1,NDH09G33410.1,1
NDH06G28840.1,NDH20G38700.2,1
NDH17G08860.1,NDH09G17320.1,1
NDH18G10880.1,NDH17G37820.1,1
NDH13G53310.1,NDH13G05820.1,1
NDH05G30640.1,NDH05G30640.1,1
NDH03G02710.1,NDH08G14700.1,1
NDH10G04610.1,NDH12G25890.1,1
NDH15G10030.4,NDH07G08340.2,1
NDH19G34910.1,NDH19G43870.1,1
NDH18G32240.2,NDH20G38480.1,1
NDH09G21500.1,NDH18G15570.2,1
NDH08G13080.1,NDH07G02320.3,1
NDH09G36020.1,NDH16G13830.1,1
NDH03G20010.1,NDH19G34250.1,1
NDH09G23440.1,NDH05G05090.1,1
NDH07G05100.1,NDH15G39620.1,1
NDH13G41290.1,NDH05G04720.1,1
NDH05G04720.1,NDH05G04720.1,1
NDH16G06520.1,NDH20G05660.1,1
NDH13G18131.1,NDH06G21290.1,1
NDH09G30550.1,NDH16G28750.1,1
NDH17G00060.3,NDH05G04720.1,1
NDH12G02120.1,NDH20G00010.1,1
NDH05G28220.1,NDH20G33620.1,1
NDH07G08340.2,NDH10G30320.1,1
NDH14G34420.1,NDH08G29840.1,1
Contig11G00070.1,NDH05G00110.1,1
NDH18G03590.3,NDH14G03600.2,1
NDH17G06120.1,NDH07G12400.1,1
NDH13G05080.1,NDH05G39540.1,1
NDH16G35290.1,NDH09G23440.1,1
NDH20G40970.1,NDH19G43660.1,1
NDH01G33010.1,NDH18G10790.1,1
NDH20G08000.1,NDH13G37200.2,1
NDH14G29290.1,NDH02G17890.1,1
NDH08G13080.1,NDH05G00210.1,1
NDH13G16740.1,NDH11G36270.1,1
NDH14G31760.1,NDH06G28840.1,1
NDH09G01650.1,NDH07G01030.1,1
NDH18G10880.1,NDH17G25900.1,1
NDH14G01390.1,NDH14G22050.1,1
NDH15G00850.1,NDH05G16940.1,1
NDH16G33630.3,NDH08G01100.1,1
NDH01G32240.1,NDH18G10880.1,1
NDH08G18890.1,NDH08G09200.1,1
NDH03G48230.1,NDH16G14030.4,1
NDH07G08970.3,NDH20G36370.1,1
NDH12G16360.1,NDH09G03410.1,1
NDH06G01000.1,NDH04G32640.1,1
NDH06G26580.1,NDH03G30960.1,1
NDH01G29341.1,NDH16G12550.1,1
NDH08G20680.1,NDH16G14030.6,1
NDH13G51000.1,NDH05G04410.1,1
NDH09G35890.4,NDH04G34610.1,1
NDH01G05740.1,NDH15G32730.3,1
NDH15G25710.1,NDH06G06530.1,1
NDH02G01120.1,NDH07G08340.2,1
NDH19G00780.1,NDH12G35910.1,1
NDH04G02680.1,NDH14G33920.2,1
NDH19G43260.1,NDH10G10930.2,1
NDH05G01060.1,NDH20G08330.1,1
NDH06G02600.1,NDH11G37620.1,1
NDH16G13830.1,NDH09G17320.1,1
NDH15G24730.1,NDH13G19780.2,1
NDH14G01590.3,NDH05G03870.1,1
NDH05G07790.1,NDH05G04720.1,1
NDH06G01530.1,NDH06G07080.1,1
NDH01G14950.1,NDH05G37640.1,1
NDH19G44000.15,NDH19G35680.3,1
NDH17G36940.1,NDH03G35590.1,1
NDH13G34300.3,NDH16G07350.1,1
NDH08G19470.2,NDH13G00170.1,1
NDH16G14050.1,NDH03G10180.1,1
NDH18G35830.1,NDH17G12110.1,1
NDH19G43260.1,NDH09G36210.1,1
NDH15G24730.1,NDH03G41190.1,1
NDH11G02470.1,NDH14G10340.1,1
NDH19G11720.1,NDH05G02900.2,1
NDH19G41930.1,NDH03G47970.1,1
NDH17G00990.1,NDH16G13210.1,1
NDH14G26090.1,NDH06G01000.3,1
NDH01G23720.1,NDH11G33860.1,1
NDH01G22990.1,NDH09G23440.1,1
NDH03G45340.1,NDH14G03730.1,1
NDH06G01000.4,NDH09G23440.1,1
NDH03G43100.1,NDH18G10880.1,1
NDH19G34820.1,NDH06G01000.3,1
NDH08G17780.1,NDH08G20110.1,1
NDH20G38120.1,NDH16G32270.1,1
NDH06G01530.1,NDH14G32740.1,1
NDH03G15630.1,NDH19G37400.1,1
NDH19G37040.1,NDH08G06870.2,1
NDH14G36891.1,NDH09G25210.1,1
NDH18G31770.3,NDH10G30320.1,1
NDH16G40020.1,NDH05G39940.1,1
NDH03G38120.1,NDH17G03870.2,1
NDH16G14030.5,NDH05G24030.1,1
NDH15G01210.1,NDH09G23440.1,1
NDH06G01000.1,NDH06G01000.3,1
NDH10G05010.1,NDH09G23440.1,1
NDH14G07340.1,NDH19G31750.1,1
NDH07G07030.1,NDH07G08970.3,1
NDH19G35220.1,NDH11G25360.1,1
NDH18G16010.2,NDH11G17710.1,1
NDH06G18370.1,NDH04G04290.2,1
NDH04G31580.1,NDH02G16130.2,1
NDH04G29500.2,NDH03G00740.1,1
NDH15G36630.1,NDH06G01020.1,1
NDH20G07200.1,NDH06G17790.1,1
NDH17G36830.1,NDH03G36670.1,1
NDH08G29740.2,NDH06G01020.1,1
NDH16G36430.1,NDH06G14780.1,1
NDH16G06070.1,NDH03G41400.1,1
NDH20G05010.1,NDH08G21150.1,1
NDH07G08340.2,NDH06G21290.1,1
NDH09G36210.1,NDH09G36210.1,1
NDH07G26730.1,NDH03G17060.1,1
NDH11G02470.1,NDH05G14970.1,1
NDH06G30050.2,NDH08G19110.1,1
NDH06G01000.1,NDH13G44810.1,1
NDH13G47550.1,NDH12G35010.1,1
NDH06G01020.1,NDH18G30270.1,1
NDH13G25490.1,NDH06G01530.1,1
NDH18G22660.1,NDH17G11770.1,1
NDH17G28670.1,NDH17G28670.3,1
NDH17G28940.2,NDH11G31490.1,1
NDH12G22400.1,NDH09G29850.1,1
NDH04G01070.1,NDH09G25210.1,1
NDH16G14030.4,NDH19G18580.1,1
NDH11G02470.1,NDH10G32380.1,1
NDH19G27930.1,NDH17G36210.1,1
NDH04G18360.1,NDH08G20140.1,1
NDH15G36630.1,NDH11G17950.3,1
NDH03G47770.3,NDH12G30630.1,1
NDH09G36020.1,NDH20G40570.1,1
NDH03G43100.1,NDH09G23440.1,1
NDH20G12600.1,NDH07G08340.2,1
NDH03G10090.1,NDH19G17470.1,1
NDH02G25100.1,NDH09G23440.1,1
NDH17G24780.1,NDH10G31460.1,1
NDH20G14370.1,NDH08G16550.1,1
NDH03G36740.1,NDH06G27630.1,1
NDH05G07820.1,NDH17G05460.1,1
NDH07G26170.2,NDH14G10180.1,1
NDH16G24840.1,NDH03G37990.2,1
NDH11G38530.1,NDH07G00590.2,1
NDH08G28020.1,NDH13G41210.1,1
NDH13G47260.3,NDH03G48200.1,1
NDH08G10960.1,NDH06G09180.1,1
NDH07G00440.1,NDH04G26480.2,1
NDH15G24730.1,NDH11G32460.1,1
NDH20G38120.1,NDH13G42340.1,1
NDH08G21240.1,NDH08G26780.1,1
NDH18G15110.3,NDH20G40570.1,1
